movie_id,title,tags
1164355,Lembayung,arum and pica who wanted to complete their internship at lembayung hospital had to face mysterious terror from a woman satan who was suspected of hanged herself in the bathroom the situation became even more tense after they asked others for help to the point where they threatened their own lives and those closest to them horror thriller basedonnovelorbook haunting femaleprotagonist hospital ghost hauntedhospital terror basedontwitterthread taskyanamya yasaminjasem aryasaloka baimwong
928334,Julia's Lover,paralyzed from the waist down after an accident cssios relationship with julia goes through difficulties feeling rejected she starts a new romance based on the novel lady chatterleys lover by d h lawrence romance drama biancabin romuloestrela srgioguiz viniciuscoimbra
1369105,Everything I Don't Know,at 35 laura leads a monotonous life between work caring for her fatherand an unstable relationshipeverything changes when a former colleague offers her the chance to revive a tech project she decides to try prioritizing herself for the first time in a long time but her choices shake her world drama curious angry intense romantic disheartening susanaabaitua iakiardanaz francantos analambarri
155,The Dark Knight,batman raises the stakes in his war on crime with the help of lt jim gordon and district attorney harvey dent batman sets out to dismantle the remaining criminal organizations that plague the streets the partnership proves to be effective but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of gotham as the joker drama action crime thriller sadism chaos secretidentity crimefighter superhero antihero scarecrow basedoncomic vigilante organizedcrime tragichero antivillain criminalmastermind districtattorney superpower supervillain neonoir bold christianbale heathledger aaroneckhart christophernolan
634649,Spider-Man: No Way Home,peter parker is unmasked and no longer able to separate his normal life from the highstakes of being a superhero when he asks for help from doctor strange the stakes become even more dangerous forcing him to discover what it truly means to be spiderman action adventure sciencefiction newyorkcity hero showdown magic lossoflovedone secretidentity superhero villain portal sequel vigilante superheroteam maskedvigilante spiderweb alternativereality aftercreditsstinger duringcreditsstinger marvelcinematicuniversemcu fightforjustice teensuperhero superheroteamup returninghero crossover teamwork tomholland zendaya benedictcumberbatch jonwatts
912649,Venom: The Last Dance,eddie and venom are on the run hunted by both of their worlds and with the net closing in the duo are forced into a devastating decision that will bring the curtains down on venom and eddies last dance action sciencefiction adventure hero superhero antihero villain alienlifeform basedoncomic sequel aftercreditsstinger womandirector angry amused indifferent sonysspidermanuniverse tomhardy chiwetelejiofor junotemple kellymarcel
762509,Mufasa: The Lion King,mufasa a cub lost and alone meets a sympathetic lion named taka the heir to a royal bloodline the chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny adventure family animation friendship paradise lion musical prequel jungle toldinflashback betrayalbyfriend chancemeeting liveactionremake foundfamily lost aaronpierre kelvinharrisonjr tiffanyboone barryjenkins
1280461,Dirty Ice Cream,villagers are experiencing an extreme heat two hot ice cream vendors come to the village to sell ice cream with electricity out the women of the subdivision take turns having the vendors satisfy their every needs drama heist sexy christyimperial jemmilton candyveloso mervynbrondial
1267905,The Roses,life seems easy for pictureperfect couple ivy and theo successful careers a loving marriage great kids but beneath the faade of their supposed ideal life a storm is brewing  as theos career nosedives while ivys own ambitions take off a tinderbox of fierce competition and hidden resentment ignites comedy drama husbandwiferelationship basedonnovelorbook darkcomedy remake benedictcumberbatch oliviacolman andysamberg jayroach
933260,The Substance,a fading celebrity decides to use a black market drug a cellreplicating substance that temporarily creates a younger better version of herself drama horror sciencefiction newyearseve capitalism birthday blackmarket identity beauty satire aging celebrity femaleprotagonist losangelescalifornia hasbeen aerobics disfigurement womandirector substance beautystandards insecurewoman selfimage toxicmasculinity drug bodyhorror femalerage youth actress farcical sardonic demimoore margaretqualley dennisquaid coraliefargeat
1374534,Almost Cops,when an overeager community officer and a reckless exdetective are forced to team up plenty of chaos ensues on the streets of rotterdam action comedy crime mystery detective halfbrother buddycop buddycomedy secretinvestigation corruptpoliceofficials bodycam swappingpartners coppartners jandinoasporaat wernerkolf markrietman gonzalofernandezcarmona
278,The Shawshank Redemption,imprisoned in the 1940s for the double murder of his wife and her lover upstanding banker andy dufresne begins a new life at the shawshank prison where he puts his accounting skills to work for an amoral warden during his long stretch in prison dufresne comes to be admired by the other inmates  including an older prisoner named red  for his integrity and unquenchable sense of hope drama crime prison friendship policebrutality corruption basedonnovelorbook freedom hope prisoncell delinquent redemption paroleboard prisonescape wrongfulimprisonment interracialfriendship framedformurder 1940s voiceover inspirational timrobbins morganfreeman bobgunton frankdarabont
82023,Hotel Desire,antonia is a single mother who works as a hotel maid in berlin a normal hot summer day takes a dramatic turn when she crosses paths with a particular guest of the hotel famous blind portrait painter julius pass drama romance hotel sexuality kiss maid singlemother softcore blindman caress shortfilm saralisavolm clemensschick jangregorkremp sergejmoya
1355126,Sugar Mill,a group of young men and women who work as seasonal workers in a sugar factory face terror from the kingdom of demons where the factory is located they must find out the cause of the demons anger before the terror ends their lives horror thriller factory countryside kingdom demon ghost mysterious sugarcane industrial haunted laborer java terror basedontwitterthread ersyaaurelia arbaniyasiz erikacarlina awisuryadi
1445488,El beso de Judas,thriller damindesanto adrianasalonia freddyvillareal martnmurphy
575264,Mission: Impossible - Dead Reckoning Part One,ethan hunt and his imf team embark on their most dangerous mission yet to track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands with control of the future and the worlds fate at stake and dark forces from ethans past closing in a deadly race around the globe begins confronted by a mysterious allpowerful enemy ethan must consider that nothing can matter more than his missionnot even the lives of those he cares about most action adventure thriller mask raceagainsttime mission romeitaly chase secretmission fakeidentity secretagent sequel intelligenceagency infiltration fictionalgovernmentagency rogueagent governmentagency basedontvseries secretgovernmentagency northernnorway action tomcruise hayleyatwell vingrhames christophermcquarrie
1011985,Kung Fu Panda 4,po is gearing up to become the spiritual leader of his valley of peace but also needs someone to take his place as dragon warrior as such he will train a new kung fu practitioner for the spot and will encounter a villain called the chameleon who conjures villains from the past animation family action comedy adventure fantasy martialarts kungfu china villain sequel panda anthropomorphism chameleon femalevillain jackblack awkwafina violadavis mikemitchell
1537780,Instintos,thriller brunobichir ivnmarcos katedelcastillo sebastinborensztein
1452176,Abraham's Boys,max and rudy van helsing have spent their lives under the strict and overprotective rule of their father abraham unaware of his dark past they struggle to understand his paranoia and increasingly erratic behavior but when they begin to uncover the violent truths behind their fathers history with dracula their world unravels forcing them to confront the terrifying legacy they were never meant to inherit horror tituswelliver jocelindonahue bradyhepner natashakermani
1471345,Homo Argentum,the film consists of 16 shorts that explore with humor and social criticism the characteristics of the argentine identity comedy dreary guillermofrancella clarakovacic evadedominici marianocohn gastnduprat
129,Spirited Away,a young girl chihiro becomes trapped in a strange new world of spirits when her parents undergo a mysterious transformation she must call upon the courage she never knew she had to free her family animation family fantasy witch parentchildrelationship darkness bathhouse magic spirit parallelworld amusementpark youkai japanesemythology anime rumihiiragi miyuirino marinatsuki hayaomiyazaki
1234720,Couple Exchange,nanhee who wants to enjoy her newlywed life feels something wrong with her husband mooyeongs body no matter how much she tries to seduce him every night mooyeong is unable to use his strength one day nanhees high school classmate yoona moves in next door nanhee begins to heal mooyeong through yoonas shocking suggestion romance couple softcore nudity minjoah dohee mindoyoon jangkwon
597,Titanic,101yearold rose dewitt bukater tells the story of her life aboard the titanic 84 years later a young rose boards the ship with her mother and fianc meanwhile jack dawson and fabrizio de rossi win thirdclass tickets aboard the ship rose tells the whole story from titanics departure through to its deathon its first and last voyageon april 15 1912 drama romance epic ship drowning panic shipwreck atlanticocean evacuation iceberg titanic forbiddenlove oceanliner basedontruestory richwomanpoorman romance love tragedy tragiclove disaster historicalfiction classdifferences loveaffair historicalevent lifeboat starcrossedlovers sinkingship steerage richsnob tragicromance disastermovie 1910s sunkenship leonardodicaprio katewinslet billyzane jamescameron
1102938,Jim's Story,aymeric runs into florence a former coworker one evening in saintclaude in the hautjura she is six months pregnant and single when she gives birth to jim aymeric is there they spend happy years together until christophe jims biological father shows up it could be the start of a melodrama its also the start of an odyssey into fatherhood comedy drama karimleklou laetitiadosch saragiraudeau jeanmarielarrieu arnaudlarrieu
1317938,Norma: Antara Mertua dan Menantu,when a young woman learns of an affair between her mother and her husband she faces a difficult decision forgive or seek justice drama romance husbandwiferelationship motherinlaw soninlaw basedontruestory love femaleprotagonist couple brokenheart affair basedonrealperson tissabiani wulanguritno yusufmahardika guntursoeharjanto
1252309,Ask Me What You Want,after his fathers death eric zimmerman travels to spain to oversee his companys branches in madrid he falls for judith and engage in an intense erotic relationship full of exploration however eric fears his secret may end their affair romance drama spain basedonnovelorbook womandirector eroticromance excited cineespaol gabrielaandrada marioermito celiafreijeiro lucaalemany
1184918,The Wild Robot,after a shipwreck an intelligent robot called roz is stranded on an uninhabited island to survive the harsh environment roz bonds with the islands animals and cares for an orphaned baby goose animation sciencefiction family villain robot basedonchildrensbook femalevillain aftercreditsstinger duringcreditsstinger kids adoptedson traditionalparenting lupitanyongo pedropascal kitconnor chrissanders
238,The Godfather,spanning the years 1945 to 1955 a chronicle of the fictional italianamerican corleone crime family when organized crime family patriarch vito corleone barely survives an attempt on his life his youngest son michael steps in to take care of the wouldbe killers launching a campaign of bloody revenge drama crime basedonnovelorbook lossoflovedone loveatfirstsight italy gangster symbolism patriarch europe organizedcrime mafia religion lawyer revengemotive crimefamily sicilianmafia religioushypocrisy gunviolence risetopower deadhorse gangviolence 1940s 1950s complex mafiawar amused compassionate complicated enchant leparrain   marlonbrando alpacino jamescaan francisfordcoppola
1186715,MalAmore,in southern italy mary a young woman bound to criminal nunzio wants out of their toxic relationship but fears the repercussions her love affair with giulio a new riding instructor drives her to find courage despite warnings from michele her childhood friend and nunzios partner mary chooses love with giulio nunzio feeling betrayed plots revenge a story of love and blood where the real subversive and renewing elements seem to be love and friendship drama romance giuliaschiavo simonesusinna antonellacarone francescaschirru
1284120,The Ugly Stepsister,in a fairytale kingdom where beauty is a brutal business elvira battles to compete with her incredibly beautiful stepsister and she will go to any length to catch the princes eye horror comedy fantasy drama satire basedonfairytale beautystandards desperate stepmotherstepdaughterrelationship independentfilm bodyhorror psychologicalhorror horror cinderellastory baffled bold brisk exuberant forceful leamyren anedahltorp theasofielochnss emilieblichfeldt
13499,"Yours, Mine & Ours",admiral frank beardsley returns to new london to run the coast guard academy his last stop before a probable promotion to head the guard a widower with eight children he runs a loving but tight ship with charts and salutes the kids long for a permanent home helen north is a free spirit a designer whose ten children live in loving chaos with occasional group hugs helen and frank high school sweethearts reconnect at a reunion and its love at first resighting they marry on the spot then the problems start as two sets of kids the free spirits and the disciplined preppies must live together the warring factions agree to work together to end the marriage comedy family romance bigfamily family blendedfamily dennisquaid renerusso seanfaris rajagosnell
641284,Excitation au soleil,a couple awaits for the arrival of their friend and his new fiancee an attractive woman with long blonde hair shows up and they assume its her the woman has the idea to start screwing everyone in sight then when the actual fiancee shows up they assume that she is the hired help and is treated as such by the time their buddy arrives everyone has pretty much banged everyone else daniletroeger morgane thierrydebrem michellemoine
648878,Eddington,in may of 2020 a standoff between a smalltown sheriff and mayor sparks a powder keg as neighbor is pitted against neighbor in eddington new mexico western comedy crime smalltown sheriff husbandwiferelationship newmexico mayor darkcomedy protest satire murder shootout neowestern satirical covid19 depressing antagonistic gloomy blackcomedy joaquinphoenix deirdreoconnell emmastone ariaster
1294203,My Fault: London,18yearold noah moves from america to london with her mother whos recently fallen in love with william a wealthy british businessman noah meets williams son badboy nick and soon discovers there is an attraction between them neither can avoid as noah spends the summer adjusting to her new life her devastating past will catch up with her while falling in love for the first time romance drama basedonnovelorbook releasefromprison estrangedfather ashabanks matthewbroome evemacklin danigirdwood charlottefassler
862,Toy Story,led by woody andys toys live happily in his room until andys birthday brings buzz lightyear onto the scene afraid of losing his place in andys heart woody plots against buzz but when circumstances separate buzz and woody from their owner the duo eventually learns to put aside their differences animation adventure family comedy sciencefiction rescue friendship mission jealousy villain bullying elementaryschool rivalry anthropomorphism friends computeranimation buddy walkietalkie toycar boynextdoor newtoy neighborhood toycomestolife resourcefulness toy pixar tomhanks timallen donrickles johnlasseter
605722,Long Distance,after crashlanding on an alien planet an asteroid miner must contend with the challenges of his new surroundings while making his way across the harsh terrain to the only other survivor  a woman who is trapped in her escape pod sciencefiction comedy action galaxy alien space planet spaceship survivor asteriod anthonyramos naomiscott kristoferhivju willspeck joshgordon
1228602,"Nosotros, los De la Fe",comedy family natashacubra julioromn
447273,Snow White,following the benevolent kings disappearance the evil queen dominated the once fair land with a cruel streak princess snow white flees the castle when the queen in her jealousy over snow whites inner beauty tries to kill her deep into the dark woods she stumbles upon seven magical dwarves and a young bandit named jonathan together they strive to survive the queens relentless pursuit and aspire to take back the kingdom family fantasy princess dwarf fairytale poison musical apple basedonmovie evilqueen basedonfairytale liveactionremake fantasy romanticfantasy sardonic rachelzegler galgadot andrewburnap marcwebb
439079,The Nun,a priest with a dark past and a novice nearing her final vows are sent by the vatican to romania to investigate a nuns death and face a demonic force horror romeitaly nun supernatural exorcism father priest spirit demon spinoff evilnun demonicpossession romania murdermystery ancientevil theconjuringuniverse taissafarmiga deminbichir bonnieaarons corinhardy
609508,Kill,kiriko a professional assassin with a dark past finds the boss of the criminal organization she belongs to is the man who killed her father years ago in manila drama action kaorishimamura michihiroyamanishi itsumiohsawa hirohisasasaki
550,Fight Club,a tickingtimebomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy their concept catches on with underground fight clubs forming in every town until an eccentric gets in the way and ignites an outofcontrol spiral toward oblivion drama thriller dualidentity rageandhate basedonnovelorbook nihilism fight supportgroup dystopia insomnia alterego breakingthefourthwall splitpersonality quittingajob dissociativeidentitydisorder selfdestructiveness edwardnorton bradpitt helenabonhamcarter davidfincher
945961,Alien: Romulus,while scavenging the deep ends of a derelict space station a group of young space colonizers come face to face with the most terrifying life form in the universe horror sciencefiction alienlifeform sequel alien space aliencontact alienmonster alienencounter spacecapsule cryonics alienhostility spaceship scifihorror ambiguous caileespaeny davidjonsson archierenaux fedelvarez
1236471,Everyone Is Going to Die,on his daughters birthday a wealthy fathers reconciliation attempt is hijacked by two female burglars a shakedown evolves into a lethal catandmouse as hidden motives emerge culminating in a lifealtering revelation horror thriller drama psychologicalthriller homeinvasion jaimewinstone bradmoore chiaradanna craigtuohy
120,The Lord of the Rings: The Fellowship of the Ring,young hobbit frodo baggins after inheriting a mysterious ring from his uncle bilbo must leave his home in order to keep it from falling into the hands of its evil creator along the way a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination mt doom the only place where it can be destroyed adventure fantasy action basedonnovelorbook elves dwarf magic obsession bravery fireworks mine maze mountain castle birthdayparty troll battle demon blizzard unclenephewrelationship fantasyworld journey ring invisibility liveactionandanimation herosjourney wraith swordandsorcery trekking goodversusevil inspirational elijahwood ianmckellen viggomortensen peterjackson
1241436,Warfare,a platoon of navy seals embarks on a dangerous mission in ramadi iraq with the chaos and brotherhood of war retold through their memories of the event war action usnavyseal docudrama iraqwar platoon realtime 2000s depressing dpharaohwoonatai willpoulter cosmojarvis raymendoza alexgarland
138446,Men and Beasts,the plot is based on the dramatic fate of the red army commander aleksei ivanovich pavlov having been captured in january 1942 and being among the displaced persons he didnt immediately decide to return to the ussr having rolled around the foreign country for 17 years aleksei nevertheless returned to his homeland he goes to his brother in the south of the country to sevastopol aleksei accidentally meets the doctor anna andreyevna who was saved from death in besieged leningrad she travels by car from moscow and also to the south with her daughter tanya she suggests he join them aleksei tells about his life on the road drama corruption capitalism germany concentrationcamp prisonerofwar sovietunion concentrationcampprisoner roadtrip argentina caraccident buchenwald nazism redarmy 1940s motherdaughterrelationship nikolayeryomenko tamaramakarova zhannabolotova sergeigerasimov
414906,The Batman,in his second year of fighting crime batman uncovers corruption in gotham city that connects to his own family while facing a serial killer known as the riddler crime mystery thriller police psychopath secretidentity crimefighter superhero nightclub politician basedoncomic vigilante organizedcrime serialkiller millionaire socialinjustice murderinvestigation aftercreditsstinger maskedsuperhero politicalcorruption neonoir urbangothic vengeance mayoralelection amused excited robertpattinson zokravitz jeffreywright mattreeves
395991,Only the Brave,members of the granite mountain hotshots battle deadly wildfires to save an arizona town drama action fire bravery arizona naturaldisaster heroism addiction basedontruestory tragedy firefighting testbyfire forestfire firefighter basedonmagazinenewspaperorarticle wildfire provingoneself joshbrolin milesteller jeffbridges josephkosinski
228794,Provocation,passions run wildly amok at carlos country inn as his wife amelia fantasizes about an affair with a guest while his grandson gianni spies on him to learn the secrets of love and when carlos sexy cousin marilinda comes to stay everybody sits up and takes notice drama romance provocation 1920s secretfantasies italia ruralhotel fabriziaflanders erikasavastani giannidemartiis joedamato
76600,Avatar: The Way of Water,set more than a decade after the events of the first film learn the story of the sully family jake neytiri and their kids the trouble that follows them the lengths they go to keep each other safe the battles they fight to stay alive and the tragedies they endure sciencefiction adventure action dyinganddeath lossoflovedone alienlifeform resurrection dysfunctionalfamily sequel alienplanet distantfuture adoptedchild rebirth familydynamics adoptedson strongervillain relaxed war grand stereoscopicfilm awestruck exhilarated samworthington zoesaldaa sigourneyweaver jamescameron
674,Harry Potter and the Goblet of Fire,when harry potters name emerges from the goblet of fire he becomes a competitor in a grueling battle for glory among three wizarding schoolsthe triwizard tournament but since harry never submitted his name for the tournament who did now harry must confront a deadly dragon fierce water demons and an enchanted maze only to find himself in the cruel grasp of he who must not be named adventure fantasy witch dyinganddeath basedonnovelorbook magic boardingschool worldcup maze mermaid schoolofwitchcraft blackmagic chosenone sequel vision school tournament dragon ghost wizard teenagehero christmas basedonyoungadultnovel danielradcliffe rupertgrint emmawatson mikenewell
539972,Kraven the Hunter,kraven kravinoffs complex relationship with his ruthless gangster father nikolai starts him down a path of vengeance with brutal consequences motivating him to become not only the greatest hunter in the world but also one of its most feared action adventure thriller hunter superhero villain basedoncomic supervillain antihero intense admiring ominous sonysspidermanuniverse aarontaylorjohnson arianadebose fredhechinger jcchandor
1513598,Stolen: Heist of the Century,antwerp 2003 a gang of thieves rob the impenetrable diamond center who was behind one of the worlds biggest heists  and how did they pull it off documentary crime basedonnovelorbook investigation basedontruestory diamondheist investigativejournalism agimdebruycker patrickpeys annielauwers marklewis
672,Harry Potter and the Chamber of Secrets,cars fly trees fight back and a mysterious houseelf comes to warn harry potter at the start of his second year at hogwarts adventure and danger await when bloody writing on a wall announces the chamber of secrets has been opened to save hogwarts will require all of harry ron and hermiones magical abilities and courage adventure fantasy witch flyingcar elves magic sword diary childhero schoolofwitchcraft giantspider blackmagic giantsnake ghost childdrivingcar wizard aftercreditsstinger christmas basedonyoungadultnovel danielradcliffe rupertgrint emmawatson chriscolumbus
1196573,She Rides Shotgun,newly released from prison and marked for death by unrelenting enemies nate must now protect his estranged 11yearold daughter polly at all costs with scant resources and no one to trust nate and polly forge a bond under fire as he shows her how to fight and surviveand she teaches him the true meaning of unconditional love thriller action crime basedonnovelorbook taronegerton anasophiaheger odessaazion nickrowland
1091043,Thandakaaranyam,a young mans struggles to secure a government job drama dineshravi kalaiyarasan riythvika athiyanathirai
361743,Top Gun: Maverick,after more than thirty years of service as one of the navys top aviators and dodging the advancement in rank that would ground him pete maverick mitchell finds himself training a detachment of top gun graduates for a specialized mission the likes of which no living pilot has ever seen action drama fighterpilot usnavy sequel nuclearweapons military aircraftcarrier navalaviation war admiring audacious earnest tomcruise valkilmer milesteller josephkosinski
557,Spider-Man,after being bitten by a genetically altered spider at oscorp nerdy but endearing high school student peter parker is endowed with amazing powers to become the superhero known as spiderman action sciencefiction newyorkcity adolescence photographer lossoflovedone photography secretidentity hostility superhero spider badboss villain basedoncomic teenageboy teenagelove evil supervillain takingresponsibility clich tobeymaguire willemdafoe kirstendunst samraimi
1097549,Babygirl,a highpowered ceo puts her career and family on the line when she begins a torrid affair with her much younger intern drama infidelity newyorkcity husbandwiferelationship sexualfrustration sexuality eroticism seduction workplace femaleprotagonist marriedwoman ceo intern womandirector submission taboosex masculinity femalesexuality innuendo eroticthriller workplaceromance unfaithfulwife sex youngmanseducesoldlady agegaprelationship kink powerdynamics employeebossrelationship nicolekidman harrisdickinson antoniobanderas halinareijn
1064213,Anora,a young sex worker from brooklyn gets her chance at a cinderella story when she meets and impulsively marries the son of an oligarch once the news reaches russia her fairytale is threatened as his parents set out to get the marriage annulled drama comedy romance newyearseve newyorkcity marriage boardwalk baptism stripclub coneyisland femaleprotagonist mansion classdifferences lasvegas lapdance homeinvasion drunk brooklynnewyorkcity screwballcomedy newyorksubway hedonism immaturity cityhall exoticdancer sexworker naivechildren femalestripping meddlingparents annulment stripshow russianoligarch sex party femalerage vegaswedding romanticdramedy cinderellastory brightonbeach mikeymadison markeydelshteyn yuraborisov seanbaker
1241752,Rita,rita who finds herself alone when husband ariel works abroad they both find solace and sexual satisfaction in other people when ariel comes back they both act like nothing happened but will this keep their marriage from falling apart drama threesome lgbt gaytheme sexy christinebermas goldaceron vrrelosa
1241752,Rita,rita who finds herself alone when husband ariel works abroad they both find solace and sexual satisfaction in other people when ariel comes back they both act like nothing happened but will this keep their marriage from falling apart drama threesome lgbt gaytheme sexy christinebermas goldaceron vrrelosa
8966,Twilight,when bella swan moves to a small town in the pacific northwest she falls in love with edward cullen a mysterious classmate who reveals himself to be a 108yearold vampire despite edwards repeated cautions bella cant stay away from him a fatal move that endangers her own life fantasy drama romance highschool soulmates basedonnovelorbook immortality vampire forbiddenlove teenmovie trust desire washingtonstate duringcreditsstinger womandirector interspeciesromance basedonyoungadultnovel supernaturalpower goodversusevil highschoolromance vampirehumanlove kristenstewart robertpattinson billyburke catherinehardwicke
216015,Fifty Shades of Grey,when college senior anastasia steele steps in for her sick roommate to interview prominent businessman christian grey for their campus paper little does she realize the path her life will take christian as enigmatic as he is rich and powerful finds himself strangely drawn to ana and she to him though sexually inexperienced ana plunges headlong into an affair  and learns that christians true sexual proclivities push the boundaries of pain and pleasure drama romance thriller badsmell basedonnovelorbook eroticism perversion spanking billionaire rich bdsm womandirector baffled dakotajohnson jamiedornan jenniferehle samtaylorjohnson
1287536,Dora and the Search for Sol Dorado,dora diego and their new friends trek through the perilous dangers of the amazonian jungle in search of the ancient and powerful treasure of sol dorado to keep it out of enemy hands adventure comedy family basedoncartoon childrensadventure basedontvseries exciting brisk samanthalorraine jacobrodriguez marianagarzntoro albertobelli
1246049,Dracula,the story of 15th century prince vladimir who curses god following the death of his beloved wife and is turned into a vampire later in 19th century london he discovers his wifes doppelgnger and dooms himself by pursuing her horror fantasy drama romance vampire gothichorror musicbox dracula paris caleblandryjones christophwaltz zobleusidel lucbesson
198663,The Maze Runner,set in a postapocalyptic world young thomas is deposited in a community of boys after his memory is erased soon learning theyre all trapped in a maze that will require him to join forces with fellow runners for a shot at escape action mystery sciencefiction thriller basedonnovelorbook escape dystopia maze postapocalypticfuture memoryloss trapped basedonyoungadultnovel dylanobrien kayascodelario amlameen wesball
1305273,Barren Land,barren land is the story of three friends all three trapped between the abandonment of the institutions the violent and unstoppable rise of the narco in the province and the dangerous increase of social discontent three friends trapped in a powder keg that will test their friendship thriller crime drugsmuggling police warondrugs drugs luiszahera karraelejalde jesscarroza albertpint
578,Jaws,when the seaside community of amity finds itself under attack by a dangerous great white shark the towns chief of police a young marine biologist and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again horror thriller adventure dyinganddeath beach basedonnovelorbook bathing shipwreck fishing atlanticocean sharkattack policechief ferryboat animalattack longislandnewyork deadchild creature skinnydipping shark greatwhiteshark deaddog killershark childkilledbyanimal fourthofjuly severedleg fishingboat animalhorror sharkcage royscheider robertshaw richarddreyfuss stevenspielberg
1100842,新婚シリーズ　最初が肝心,1962 japanese movie kenjiimai hiroshiminami hitominakahara shigeakihidaka
1353328,Hook,driven by a hallucinogenic drug and a thirst for revenge james hook murders john darling and loses his hand to peter pan eighteen years later wendy now married to peter has a daughter lily lily discovers hook is her biological father leading her to a remote birthday retreat hook escapes prison and embarks on a killing spree targeting lily and her friends at the manor horror kellyriansanson stephenstaley charlottecoleman andreamcatinella
1095757,Alba,the film is an adaptation on the play the house of bernarda alba by federico garcia lorca the story modernizes the play by setting it on the outskirts of miami after the death of her husband bernarda alba puts her daughters under a rigorous traditional mourning drama camilamendes dannyramirez franciscaalegra
337167,Fifty Shades Freed,believing they have left behind shadowy figures from their past newlyweds christian and ana fully embrace an inextricable connection and shared life of luxury but just as she steps into her role as mrs grey and he relaxes into an unfamiliar stability new threats could jeopardize their happy ending before it even begins drama romance basedonnovelorbook eroticism sequel bdsm dakotajohnson jamiedornan ericjohnson jamesfoley
9806,The Incredibles,bob parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia but when he receives a mysterious assignment its time to get back into costume action adventure animation family hero secretidentity superhero villain familyrelationships superpower supervillain 1950s 1960s superherofamily craigtnelson hollyhunter sarahvowell bradbird
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",siblings lucy edmund susan and peter step through a magical wardrobe and find the land of narnia there they discover a charming once peaceful kingdom that has been plunged into eternal winter by the evil white witch jadis aided by the wise and magnificent lion aslan the children lead narnia into a spectacular climactic battle to be free of the witchs glacial powers forever adventure family fantasy witch epic siblingrelationship savingtheworld basedonnovelorbook selfsacrifice winter fairytale cupboard beaver lion surrealism battle basedonchildrensbook fantasyworld duringcreditsstinger 1940s highfantasy isekai basedonyoungadultnovel faun goodversusevil admiring embarrassed williammoseley annapopplewell skandarkeynes andrewadamson
603692,John Wick: Chapter 4,with the price on his head ever increasing john wick uncovers a path to defeating the high table but before he can earn his freedom wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes action thriller crime newyorkcity martialarts berlingermany hitman sequel organizedcrime osakajapan blindness aftercreditsstinger hunted consequences aggressive professionalassassin neonoir suspenseful tense exhilarated pretentious japanesemafia japanstyle locatedinjapan keanureeves donnieyen billskarsgrd chadstahelski
569094,Spider-Man: Across the Spider-Verse,after reuniting with gwen stacy brooklyns fulltime friendly neighborhood spiderman is catapulted across the multiverse where he encounters the spider society a team of spiderpeople charged with protecting the multiverses very existence but when the heroes clash on how to handle a new threat miles finds himself pitted against the other spiders and must set out on his own to save those he loves most animation action adventure sciencefiction newyorkcity hero sacrifice superhero villain portal basedoncomic sequel romance alterego alternatedimension parenting family alternateversion superpower brooklynnewyorkcity superheroteam spiderbite supervillain cliffhanger teenageromance youngheroes teensuperhero teensocialissues chelsea alternateuniverse superheroteamup femalesuperhero slowburnromance interdimensionaltravel sentimental shameikmoore haileesteinfeld briantyreehenry justinkthompson kemppowers joaquimdossantos
719958,Baby,this queer love story follows a dominican teenager in the bronx on a saturday afternoon drama alimian solomanbreland safiyadurning jessielevandov
1324947,King Kong is Coming Back,after being lost in the forest as a child gu yao is rescued by a kindhearted giant gorilla and grows up isolated from human society fifteen years later he encounters ma ke and her family during an expedition as outside forces become aware of gu yao and the gorilla tensions rise leading to a dramatic series of events that explore the relationship between humans and nature sciencefiction action dongshaohui yangchengming ningyue 
269149,Zootopia,determined to prove herself officer judy hopps the first bunny on zootopias police force jumps at the chance to crack her first case  even if it means partnering with scamartist fox nick wilde to solve the mystery animation adventure family comedy sheep allegory lion hippopotamus cartoon villain bullying polarbear conartist anthropomorphism revenge conspiracy urban femaleprotagonist rookiecop missingperson fable racialprejudice injustice reconciliation femalevillain buddycop stereotype cartoonrabbit villainarrested discrimination cartoonbear cartoonanimal cartoonfox cartoonelephant admiring cheerful farcical ginnifergoodwin jasonbateman idriselba byronhoward richmoore
615457,Nobody,hutch mansell a suburban dad overlooked husband nothing neighbor  a nobody when two thieves break into his home one night hutchs unknown longsimmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind action thriller assassin doublelife fight midlifecrisis bratvarussianmafia secretorganization thief homeinvasion family brawl duringcreditsstinger aggressive tense hilarious bobodenkirk alekseyserebryakov connienielsen ilyanaishuller
