movie_id,title,overview,genres,keywords,cast,crew
105,Back to the Future,"['Eighties', 'teenager', 'Marty', 'McFly', 'is', 'accidentally', 'sent', 'back', 'in', 'time', 'to', '1955,', 'inadvertently', 'disrupting', 'his', ""parents'"", 'first', 'meeting', 'and', 'attracting', 'his', ""mother's"", 'romantic', 'interest.', 'Marty', 'must', 'repair', 'the', 'damage', 'to', 'history', 'by', 'rekindling', 'his', ""parents'"", 'romance', 'and', '-', 'with', 'the', 'help', 'of', 'his', 'eccentric', 'inventor', 'friend', 'Doc', 'Brown', '-', 'return', 'to', '1985.']","['Adventure', 'Comedy', 'Science Fiction']","['flying car', 'race against time', 'clock tower', 'car race', 'lightning', 'guitar', 'inventor', 'journey in the past', 'invention', 'time travel', 'bullying', 'mad scientist', 'love', 'fish out of water', 'terrorism', 'teenage love', 'destiny', 'hidden identity', 'teenage life', 'changing the past or future', '1950s', 'suspenseful', 'admiring']","['Michael J. Fox', 'Christopher Lloyd', 'Crispin Glover']",['Robert Zemeckis']
863,Toy Story 2,"['Andy', 'heads', 'off', 'to', 'Cowboy', 'Camp,', 'leaving', 'his', 'toys', 'to', 'their', 'own', 'devices.', 'Things', 'shift', 'into', 'high', 'gear', 'when', 'an', 'obsessive', 'toy', 'collector', 'named', 'Al', 'McWhiggen,', 'owner', 'of', ""Al's"", 'Toy', 'Barn', 'kidnaps', 'Woody.', ""Andy's"", 'toys', 'mount', 'a', 'daring', 'rescue', 'mission,', 'Buzz', 'Lightyear', 'meets', 'his', 'match', 'and', 'Woody', 'has', 'to', 'decide', 'where', 'he', 'and', 'his', 'heart', 'truly', 'belong.']","['Animation', 'Comedy', 'Family']","['friendship', 'airplane', 'museum', 'prosecution', 'identity crisis', 'villain', 'flea market', 'collector', 'sequel', 'buddy', 'rescue team', 'prospector', 'garage sale', 'duringcreditsstinger', 'toy comes to life', 'personification', 'inanimate objects come to life', 'comforting']","['Tom Hanks', 'Tim Allen', 'Joan Cusack']",['John Lasseter']
1239193,Deep Cover,"['Kat', 'is', 'an', 'improv', 'comedy', 'teacher', 'beginning', 'to', 'question', 'if', 'she’s', 'missed', 'her', 'shot', 'at', 'success.', 'When', 'an', 'undercover', 'cop', 'offers', 'her', 'the', 'role', 'of', 'a', 'lifetime,', 'she', 'recruits', 'two', 'of', 'her', 'students', 'to', 'infiltrate', 'London’s', 'gangland', 'by', 'impersonating', 'dangerous', 'criminals.']","['Action', 'Comedy', 'Crime']","['drug dealer', 'london, england', 'comedian', 'organized crime', 'infiltration', 'undercover operation', 'hit by a car', 'sting operation', 'buddy comedy', 'met police', 'improv group', 'amused']","['Bryce Dallas Howard', 'Orlando Bloom', 'Nick Mohammed']",['Tom Kingsley']
101,Léon: The Professional,"['Léon,', 'the', 'top', 'hit', 'man', 'in', 'New', 'York,', 'has', 'earned', 'a', 'rep', 'as', 'an', 'effective', '""cleaner"".', 'But', 'when', 'his', 'next-door', 'neighbors', 'are', 'wiped', 'out', 'by', 'a', 'loose-cannon', 'DEA', 'agent,', 'he', 'becomes', 'the', 'unwilling', 'custodian', 'of', '12-year-old', 'Mathilda.', 'Before', 'long,', ""Mathilda's"", 'thoughts', 'turn', 'to', 'revenge,', 'and', 'she', 'considers', 'following', 'in', ""Léon's"", 'footsteps.']","['Crime', 'Drama', 'Action']","['hotel room', 'new york city', 'immigrant', 'assassin', 'police brutality', 'corruption', 's.w.a.t.', 'hitman', 'loss of loved one', 'affectation', 'training', 'revenge', 'murder', 'loneliness', 'neighbor', 'tragic love', 'biting', 'blunt', 'city life', 'neo-noir', 'frantic', 'complex relationship', 'vindictive', 'dramatic', 'suspenseful', 'intense', 'callous', 'gentle', 'ominous', '萝莉']","['Jean Reno', 'Natalie Portman', 'Gary Oldman']",['Luc Besson']
521029,Annabelle Comes Home,"['Determined', 'to', 'keep', 'Annabelle', 'from', 'wreaking', 'more', 'havoc,', 'demonologists', 'Ed', 'and', 'Lorraine', 'Warren', 'bring', 'the', 'possessed', 'doll', 'to', 'the', 'locked', 'artifacts', 'room', 'in', 'their', 'home,', 'placing', 'her', '“safely”', 'behind', 'sacred', 'glass', 'and', 'enlisting', 'a', 'priest’s', 'holy', 'blessing.', 'But', 'an', 'unholy', 'night', 'of', 'horror', 'awaits', 'as', 'Annabelle', 'awakens', 'the', 'evil', 'spirits', 'in', 'the', 'room,', 'who', 'all', 'set', 'their', 'sights', 'on', 'a', 'new', 'target—the', ""Warrens'"", 'ten-year-old', 'daughter,', 'Judy,', 'and', 'her', 'friends.']",['Horror'],"['supernatural', 'babysitter', 'priest', 'doll', 'creepy doll', 'jump scare', 'possessed doll', 'supernatural power', 'the conjuring universe']","['Mckenna Grace', 'Madison Iseman', 'Katie Sarife']",['Gary Dauberman']
1426776,STRAW,"['What', 'will', 'be', 'her', 'last', 'straw?', 'A', 'devastatingly', 'bad', 'day', 'pushes', 'a', 'hardworking', 'single', 'mother', 'to', 'the', 'breaking', 'point', '—', 'and', 'into', 'a', 'shocking', 'act', 'of', 'desperation.']","['Thriller', 'Drama', 'Crime']","['bank manager', 'arrest', 'loss of job', 'sick child', 'angry', 'aggressive', 'hopeless', 'traffic ticket', 'intimidation by police', 'mother daughter relationship', 'loss of home', 'anxious', 'hostages', 'provocative', 'absurd', 'audacious', 'callous', 'earnest', 'frustrated', 'fbi operation', 'shot to death', 'broke', 'life threatening', 'straw']","['Taraji P. Henson', 'Sherri Shepherd', 'Teyana Taylor']",['Tyler Perry']
648878,Eddington,"['In', 'May', 'of', '2020,', 'a', 'standoff', 'between', 'a', 'small-town', 'sheriff', 'and', 'mayor', 'sparks', 'a', 'powder', 'keg', 'as', 'neighbor', 'is', 'pitted', 'against', 'neighbor', 'in', 'Eddington,', 'New', 'Mexico.']","['Western', 'Comedy', 'Crime']","['small town', 'sheriff', 'husband wife relationship', 'new mexico', 'mayor', 'dark comedy', 'protest', 'satire', 'murder', 'shootout', 'neo-western', 'satirical', 'covid-19', 'depressing', 'antagonistic', 'gloomy', 'black comedy']","['Joaquin Phoenix', ""Deirdre O'Connell"", 'Emma Stone']",['Ari Aster']
244786,Whiplash,"['Under', 'the', 'direction', 'of', 'a', 'ruthless', 'instructor,', 'a', 'talented', 'young', 'drummer', 'begins', 'to', 'pursue', 'perfection', 'at', 'any', 'cost,', 'even', 'his', 'humanity.']","['Drama', 'Music']","['new york city', 'concert', 'jazz', 'musician', 'obsession', 'music teacher', 'conservatory', 'drums', 'montage', 'blunt', 'perfectionist', 'perfection', 'public humiliation', 'jazz band', 'young adult', 'music school', 'based on short', 'drummer']","['Miles Teller', 'J.K. Simmons', 'Paul Reiser']",['Damien Chazelle']
653346,Kingdom of the Planet of the Apes,"['Several', 'generations', 'following', ""Caesar's"", 'reign,', 'apes', '–', 'now', 'the', 'dominant', 'species', '–', 'live', 'harmoniously', 'while', 'humans', 'have', 'been', 'reduced', 'to', 'living', 'in', 'the', 'shadows.', 'As', 'a', 'new', 'tyrannical', 'ape', 'leader', 'builds', 'his', 'empire,', 'one', 'young', 'ape', 'undertakes', 'a', 'harrowing', 'journey', 'that', 'will', 'cause', 'him', 'to', 'question', 'all', ""he's"", 'known', 'about', 'the', 'past', 'and', 'to', 'make', 'choices', 'that', 'will', 'define', 'a', 'future', 'for', 'apes', 'and', 'humans', 'alike.']","['Science Fiction', 'Adventure', 'Action', 'Drama', 'Thriller']","['empire', 'kingdom', 'gorilla', 'dystopia', 'post-apocalyptic future', 'eagle', 'sequel', 'anthropomorphism', 'distant future', 'ape', 'orangutan', 'evolution', 'chimpanzee', 'primate', 'sign languages', 'journey', 'cgi-live action hybrid', 'evil tyrant']","['Owen Teague', 'Freya Allan', 'Kevin Durand']",['Wes Ball']
609508,Kill,"['Kiriko', 'a', 'professional', 'assassin', 'with', 'a', 'dark', 'past', 'finds', 'the', 'boss', 'of', 'the', 'criminal', 'organization', 'she', 'belongs', 'to', 'is', 'the', 'man', 'who', 'killed', 'her', 'father', 'years', 'ago', 'in', 'Manila.']","['Drama', 'Action']",[],"['Kaori Shimamura', 'Michihiro Yamanishi', 'Itsumi Ohsawa']",['Hirohisa Sasaki']
76341,Mad Max: Fury Road,"['An', 'apocalyptic', 'story', 'set', 'in', 'the', 'furthest', 'reaches', 'of', 'our', 'planet,', 'in', 'a', 'stark', 'desert', 'landscape', 'where', 'humanity', 'is', 'broken,', 'and', 'most', 'everyone', 'is', 'crazed', 'fighting', 'for', 'the', 'necessities', 'of', 'life.', 'Within', 'this', 'world', 'exist', 'two', 'rebels', 'on', 'the', 'run', 'who', 'just', 'might', 'be', 'able', 'to', 'restore', 'order.']","['Action', 'Adventure', 'Science Fiction']","['rescue', 'future', 'australia', 'chase', 'dystopia', 'post-apocalyptic future', 'survival', 'on the run', 'on the road', 'desert', 'convoy', 'peak oil', 'dark future', 'car', 'suspenseful', 'awestruck', 'commanding']","['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult']",['George Miller']
559,Spider-Man 3,"['The', 'seemingly', 'invincible', 'Spider-Man', 'goes', 'up', 'against', 'an', 'all-new', 'crop', 'of', 'villains—including', 'the', 'shape-shifting', 'Sandman.', 'While', 'Spider-Man’s', 'superpowers', 'are', 'altered', 'by', 'an', 'alien', 'organism,', 'his', 'alter', 'ego,', 'Peter', 'Parker,', 'deals', 'with', 'nemesis', 'Eddie', 'Brock', 'and', 'also', 'gets', 'caught', 'up', 'in', 'a', 'love', 'triangle.']","['Action', 'Adventure', 'Science Fiction']","['amnesia', 'dual identity', ""love of one's life"", 'loss of loved one', 'forgiveness', 'hostility', 'superhero', 'sandstorm', 'spider', 'wretch', 'sand', 'narcissism', 'egomania', 'based on comic', 'sequel', 'revenge', 'symbiote', 'amused', 'marvel']","['Tobey Maguire', 'Kirsten Dunst', 'James Franco']",['Sam Raimi']
150540,Inside Out,"['When', '11-year-old', 'Riley', 'moves', 'to', 'a', 'new', 'city,', 'her', 'Emotions', 'team', 'up', 'to', 'help', 'her', 'through', 'the', 'transition.', 'Joy,', 'Fear,', 'Anger,', 'Disgust', 'and', 'Sadness', 'work', 'together,', 'but', 'when', 'Joy', 'and', 'Sadness', 'get', 'lost,', 'they', 'must', 'journey', 'through', 'unfamiliar', 'places', 'to', 'get', 'back', 'home.']","['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']","['dreams', 'san francisco, california', 'minnesota', 'sadness', 'cartoon', 'disgust', 'ice hockey', 'imaginary friend', 'elementary school', 'family relationships', 'memory', 'fear', 'family', 'anger', 'unicorn', 'running away', 'duringcreditsstinger', 'emotions', 'joy']","['Amy Poehler', 'Phyllis Smith', 'Richard Kind']",['Pete Docter']
106646,The Wolf of Wall Street,"['A', 'New', 'York', 'stockbroker', 'refuses', 'to', 'cooperate', 'in', 'a', 'large', 'securities', 'fraud', 'case', 'involving', 'corruption', 'on', 'Wall', 'Street,', 'corporate', 'banking', 'world', 'and', 'mob', 'infiltration.', 'Based', 'on', 'Jordan', ""Belfort's"", 'autobiography.']","['Crime', 'Drama', 'Comedy']","['corruption', 'based on novel or book', 'drug addiction', 'anti hero', 'con man', 'fraud', 'wall street', 'based on true story', 'rise and fall', 'con artist', 'money', 'stockbroker', 'wealthy', 'drugs', 'cynical', 'stripping', 'hedonism', 'decadence', 'taunting', 'corrupt', 'shocking', '1980s', 'sharemarket fraud', 'desire for fame', 'financial market', 'fame-seeking', 'black monday', 'cautionary', 'hilarious', 'audacious', 'callous', 'disrespectful', 'based on real person']","['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']",['Martin Scorsese']
641284,Excitation au soleil,"['A', 'couple', 'awaits', 'for', 'the', 'arrival', 'of', 'their', 'friend', 'and', 'his', 'new', 'fiancee.', 'An', 'attractive', 'woman', 'with', 'long', 'blonde', 'hair', 'shows', 'up', 'and', 'they', 'assume', ""it's"", 'her.', 'The', 'woman', 'has', 'the', 'idea', 'to', 'start', 'screwing', 'everyone', 'in', 'sight.', 'Then', 'when', 'the', 'actual', 'fiancee', 'shows', 'up', 'they', 'assume', 'that', 'she', 'is', 'the', 'hired', 'help', 'and', 'is', 'treated', 'as', 'such.', 'By', 'the', 'time', 'their', 'buddy', 'arrives', 'everyone', 'has', 'pretty', 'much', 'banged', 'everyone', 'else.']",[],[],"['Danièle Troeger', 'Morgane', 'Thierry de Brem']",['Michel Lemoine']
1029575,The Family Plan,"['Dan', 'Morgan', 'is', 'many', 'things:', 'a', 'devoted', 'husband,', 'a', 'loving', 'father,', 'a', 'celebrated', 'car', 'salesman.', ""He's"", 'also', 'a', 'former', 'assassin.', 'And', 'when', 'his', 'past', 'catches', 'up', 'to', 'his', 'present,', ""he's"", 'forced', 'to', 'take', 'his', 'unsuspecting', 'family', 'on', 'a', 'road', 'trip', 'unlike', 'any', 'other.']","['Action', 'Comedy', 'Family']","['road trip', 'on the run', 'gamer', 'car salesman', 'las vegas', 'duringcreditsstinger', 'hidden identity', 'family trip', 'ex army', 'family bonding', 'buffalo, new york', 'secrets', 'married couple with children', 'optimistic', 'teenagers', 'former assassin', 'physical therapist', 'covert assassin']","['Mark Wahlberg', 'Michelle Monaghan', 'Maggie Q']",['Simon Cellan Jones']
447365,Guardians of the Galaxy Vol. 3,"['Peter', 'Quill,', 'still', 'reeling', 'from', 'the', 'loss', 'of', 'Gamora,', 'must', 'rally', 'his', 'team', 'around', 'him', 'to', 'defend', 'the', 'universe', 'along', 'with', 'protecting', 'one', 'of', 'their', 'own.', 'A', 'mission', 'that,', 'if', 'not', 'completed', 'successfully,', 'could', 'quite', 'possibly', 'lead', 'to', 'the', 'end', 'of', 'the', 'Guardians', 'as', 'we', 'know', 'them.']","['Science Fiction', 'Adventure', 'Action', 'Comedy']","['hero', 'superhero', 'melancholy', 'mad scientist', 'based on comic', 'sequel', 'superhero team', 'space opera', 'raccoon', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'hopeless', 'cosmic', 'outer space', 'chosen family', 'lighthearted', 'hilarious', 'cheerful', 'disheartening', 'empathetic', 'enthusiastic', 'euphoric', 'hopeful', 'straightforward', 'sympathetic']","['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista']",['James Gunn']
56292,Mission: Impossible - Ghost Protocol,"['Ethan', 'Hunt', 'and', 'his', 'team', 'are', 'racing', 'against', 'time', 'to', 'track', 'down', 'a', 'dangerous', 'terrorist', 'named', 'Hendricks,', 'who', 'has', 'gained', 'access', 'to', 'Russian', 'nuclear', 'launch', 'codes', 'and', 'is', 'planning', 'a', 'strike', 'on', 'the', 'United', 'States.', 'An', 'attempt', 'to', 'stop', 'him', 'ends', 'in', 'an', 'explosion', 'causing', 'severe', 'destruction', 'to', 'the', 'Kremlin', 'and', 'the', 'IMF', 'to', 'be', 'implicated', 'in', 'the', 'bombing,', 'forcing', 'the', 'President', 'to', 'disavow', 'them.', 'No', 'longer', 'being', 'aided', 'by', 'the', 'government,', 'Ethan', 'and', 'his', 'team', 'chase', 'Hendricks', 'around', 'the', 'globe,', 'although', 'they', 'might', 'still', 'be', 'too', 'late', 'to', 'stop', 'a', 'disaster.']","['Action', 'Thriller', 'Adventure']","['mask', 'assassin', 'budapest, hungary', 'skyscraper', 'secret intelligence service', 'sandstorm', 'seattle, washington', 'satellite', 'fake identity', 'mumbai (bombay), india', 'car crash', 'sequel', 'prison escape', 'dubai', 'infiltration', 'billionaire', 'terrorism', 'disguise', 'bombing', 'jet', 'nuclear threat', 'undercover operation', 'fictional government agency', 'moscow, russia', 'field agent', 'clandestine', 'analyst', 'government agency', 'nuclear submarine', 'kremlin', 'disavowed', 'based on tv series', 'secret government agency', 'suspenseful', 'nuclear launch codes', 'burj khalifa', 'scaling a building', 'amused']","['Tom Cruise', 'Paula Patton', 'Simon Pegg']",['Brad Bird']
745,The Sixth Sense,"['Following', 'an', 'unexpected', 'tragedy,', 'child', 'psychologist', 'Malcolm', 'Crowe', 'meets', 'a', 'nine', 'year', 'old', 'boy', 'named', 'Cole', 'Sear,', 'who', 'is', 'hiding', 'a', 'dark', 'secret.']","['Mystery', 'Thriller', 'Drama']","['dying and death', 'child abuse', 'philadelphia, pennsylvania', 'sense of guilt', 'afterlife', 'marriage crisis', 'loss of loved one', 'confidence', 'psychology', 'paranormal phenomena', 'single', 'psychological thriller', 'cowardliness', 'single mother', 'school play', 'ghost', 'kids', 'spiritism', 'ghost child', 'supernatural thriller']","['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']",['M. Night Shyamalan']
823464,Godzilla x Kong: The New Empire,"['Following', 'their', 'explosive', 'showdown,', 'Godzilla', 'and', 'Kong', 'must', 'reunite', 'against', 'a', 'colossal', 'undiscovered', 'threat', 'hidden', 'within', 'our', 'world,', 'challenging', 'their', 'very', 'existence', '–', 'and', 'our', 'own.']","['Action', 'Adventure', 'Science Fiction']","['giant monster', 'sequel', 'dinosaur', 'monkey', 'kaiju', 'fantasy world', 'giant ape', 'godzilla', 'king kong', 'bold']","['Rebecca Hall', 'Brian Tyree Henry', 'Dan Stevens']",['Adam Wingard']
22705,Cheeky,"['While', 'scouting', 'out', 'apartments', 'in', 'London', 'for', 'her', 'Venetian', 'boyfriend,', 'Carla', 'rents', 'an', 'apartment', 'overlooking', 'the', 'Thames.', 'There,', 'she', 'meets', 'a', 'real', 'estate', 'agent', 'by', 'the', 'name', 'of', 'Moira.']","['Comedy', 'Drama', 'Romance']","['adultery', 'italian', 'seduction', 'voyeur', 'erotic movie', 'exhibitionist']","['Yuliya Mayarchuk', 'Jarno Berardi', 'Francesca Nunzi']",['Tinto Brass']
604079,The Long Walk,"['Every', 'year,', 'fifty', 'teenage', 'boys', 'meet', 'for', 'an', 'event', 'known', 'throughout', 'the', 'country', 'as', '""The', 'Long', 'Walk.""', 'Among', 'this', ""year's"", 'chosen', 'crop', 'is', '""Maine\'s', 'Own,""', 'Ray', 'Garraty.', 'He', 'knows', 'the', 'rules:', 'that', 'warnings', 'are', 'issued', 'if', 'you', 'fall', 'under', 'speed,', 'stumble,', 'sit', 'down.', 'That', 'after', 'three', 'warnings-', 'you', 'get', 'your', 'ticket.', 'And', 'what', 'happens', 'then', 'serves', 'as', 'a', 'chilling', 'reminder', 'that', 'there', 'can', 'be', 'only', 'one', 'winner', 'in', 'the', 'Walk.', 'The', 'one', 'that', 'survives.']","['Horror', 'Science Fiction']","['based on novel or book', 'dystopia', 'coming of age', 'literary adaptation', 'psychological horror']","['Cooper Hoffman', 'David Jonsson', 'Garrett Wareing']",['Francis Lawrence']
1072890,The Traveller,"['Zhang', 'Chulan,', 'who', 'has', 'been', 'hiding', 'his', 'identity', 'as', 'an', 'Inhuman,', 'is', 'caught', 'up', 'in', 'the', 'vortex', 'of', 'fighting', 'between', 'different', 'Inhuman', 'sects', 'since', 'he', 'meets', 'Feng', 'Baobao,', 'who', 'has', 'a', 'mysterious', 'background.', 'As', 'the', 'secret', 'that', 'Zhang', 'Chulan', 'is', 'the', 'heir', 'to', 'the', 'mysterious', 'technique', '""Air', 'Body', 'Source', 'Stream""', 'is', 'made', 'public,', 'the', 'Inhuman', 'world', 'has', 'started', 'a', 'fierce', 'battle', 'around', 'him,', 'with', 'forces', 'such', 'as', 'Nadutong,', 'Quanxie', 'Sect,', 'Tianyi', 'Sect,', 'and', 'so', 'on', 'appearing', 'one', 'by', 'one', 'and', 'the', 'battle', 'is', 'about', 'to', 'break', 'out,', 'but', 'at', 'this', 'time,', 'Zhang', 'Chulan', 'accidentally', 'unveils', 'the', 'secret', 'of', 'the', 'year....']","['Action', 'Fantasy']",[],"['Hu Xianxu', 'Vanda Margraf', 'William Feng']",['Wuershan']
11224,Cinderella,"['Cinderella', 'has', 'faith', 'her', 'dreams', 'of', 'a', 'better', 'life', 'will', 'come', 'true.', 'With', 'help', 'from', 'her', 'loyal', 'mice', 'friends', 'and', 'a', 'wave', 'of', 'her', 'Fairy', ""Godmother's"", 'wand,', ""Cinderella's"", 'rags', 'are', 'magically', 'turned', 'into', 'a', 'glorious', 'gown', 'and', 'off', 'she', 'goes', 'to', 'the', 'Royal', 'Ball.', 'But', 'when', 'the', 'clock', 'strikes', 'midnight,', 'the', 'spell', 'is', 'broken,', 'leaving', 'a', 'single', 'glass', 'slipper...', 'the', 'only', 'key', 'to', 'the', 'ultimate', 'fairy-tale', 'ending!']","['Family', 'Fantasy', 'Animation', 'Romance']","['princess', 'based on novel or book', 'loss of loved one', 'mouse', 'ball', 'fairy', 'cartoon', 'prince', 'villain', 'musical', 'midnight', 'love', 'orphan', 'family', 'female villain', 'evil stepmother', 'stepsister', 'fairy godmother', 'cendrillon']","['Ilene Woods', 'Eleanor Audley', 'Verna Felton']","['Hamilton Luske', 'Clyde Geronimi', 'Wilfred Jackson']"
99861,Avengers: Age of Ultron,"['When', 'Tony', 'Stark', 'tries', 'to', 'jumpstart', 'a', 'dormant', 'peacekeeping', 'program,', 'things', 'go', 'awry', 'and', 'Earth’s', 'Mightiest', 'Heroes', 'are', 'put', 'to', 'the', 'ultimate', 'test', 'as', 'the', 'fate', 'of', 'the', 'planet', 'hangs', 'in', 'the', 'balance.', 'As', 'the', 'villainous', 'Ultron', 'emerges,', 'it', 'is', 'up', 'to', 'The', 'Avengers', 'to', 'stop', 'him', 'from', 'enacting', 'his', 'terrible', 'plans,', 'and', 'soon', 'uneasy', 'alliances', 'and', 'unexpected', 'action', 'pave', 'the', 'way', 'for', 'an', 'epic', 'and', 'unique', 'global', 'adventure.']","['Action', 'Adventure', 'Science Fiction']","['artificial intelligence (a.i.)', 'saving the world', 'superhero', 'based on comic', 'sequel', 'vision', 'superhero team', 'creator', 'super villain', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'fictitious country', 'complex', 'evil robot', 'good versus evil']","['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo']",['Joss Whedon']
1098006,Fountain of Youth,"['A', 'treasure-hunting', 'mastermind', 'assembles', 'a', 'team', 'for', 'a', 'life-changing', 'adventure.', 'But', 'to', 'outwit', 'and', 'outrun', 'threats', 'at', 'every', 'turn,', ""he'll"", 'need', 'someone', 'even', 'smarter', 'than', 'he', 'is:', 'his', 'estranged', 'sister.']","['Adventure', 'Fantasy', 'Mystery']","['egypt', 'treasure', 'fountain of youth', 'secret organization', 'heist', 'art thief', 'sibling', 'healing power', 'estranged family member', 'pharaoh', 'ancient', 'history']","['John Krasinski', 'Natalie Portman', 'Eiza González']",['Guy Ritchie']
1471014,Van Gogh by Vincent,"['In', 'a', 'career', 'that', 'lasted', 'only', 'ten', 'years,', 'Vincent', 'Van', 'Gogh', 'painted', 'one', 'subject', 'more', 'than', 'any', 'other:', 'himself.', 'This', 'is', 'the', 'story', 'of', 'Vincent', 'told', 'using', 'eight', 'of', 'his', 'most', 'iconic', 'self-portraits.']",['Documentary'],[],"['Zahra Ahmadi', 'Jack Etchells', 'Adam Woolley']",['Richard Shaw']
425,Ice Age,"['With', 'the', 'impending', 'ice', 'age', 'almost', 'upon', 'them,', 'a', 'mismatched', 'trio', 'of', 'prehistoric', 'critters', '–', 'Manny', 'the', 'woolly', 'mammoth,', 'Diego', 'the', 'saber-toothed', 'tiger', 'and', 'Sid', 'the', 'giant', 'sloth', '–', 'find', 'an', 'orphaned', 'infant', 'and', 'decide', 'to', 'return', 'it', 'to', 'its', 'human', 'parents.', 'Along', 'the', 'way,', 'the', 'unlikely', 'allies', 'become', 'friends', 'but,', 'when', 'enemies', 'attack,', 'their', 'quest', 'takes', 'on', 'far', 'nobler', 'aims.']","['Animation', 'Comedy', 'Family', 'Adventure']","['dying and death', 'human evolution', 'parent child relationship', 'squirrel', 'loss of loved one', 'mammoth', 'sloth', 'villain', 'stone age', 'prehistory', 'prehistoric creature', 'saber-toothed tiger', 'cavemen', 'road movie', 'neanderthal', 'prehistoric man', 'dodo bird', 'nut', 'ground sloth', 'cheerful']","['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Chris Wedge']
228150,Fury,"['April,', '1945.', 'As', 'the', 'Allies', 'make', 'their', 'final', 'push', 'in', 'the', 'European', 'Theatre,', 'a', 'battle-hardened', 'army', 'sergeant', 'named', 'Wardaddy', 'commands', 'a', 'Sherman', 'tank', 'and', 'her', 'five-man', 'crew', 'on', 'a', 'deadly', 'mission', 'behind', 'enemy', 'lines.', 'Outnumbered', 'and', 'outgunned,', 'and', 'with', 'a', 'rookie', 'soldier', 'thrust', 'into', 'their', 'platoon,', 'Wardaddy', 'and', 'his', 'men', 'face', 'overwhelming', 'odds', 'in', 'their', 'heroic', 'attempts', 'to', 'strike', 'at', 'the', 'heart', 'of', 'Nazi', 'Germany.']","['War', 'Drama', 'Action']","['hero', 'nazi', 'ambush', 'bravery', 'world war ii', 'heroism', 'tank', 'europe', 'execution', 'battle', 'brutality', 'hatred', 'tank battle', 'shocking', '1940s', 'enclosed space', 'beating the odds', 'european theatre', 'tanks']","['Brad Pitt', 'Shia LaBeouf', 'Logan Lerman']",['David Ayer']
397415,Vengeance: A Love Story,"['When', 'a', 'new', 'friend', 'is', 'brutally', 'assaulted,', 'Detective', 'John', 'Droomor', 'is', 'put', 'by', 'chance', 'in', 'charge', 'of', 'the', 'investigation.', 'Although', 'the', 'evidence', 'against', 'the', 'perpetrators', 'seems', 'overwhelming,', 'there', 'is', 'nothing', 'definitive', 'in', 'the', 'case', 'that', 'guarantees', 'justice', 'is', 'served,', 'even', 'more', 'so', 'if', 'some', 'people', 'are', 'willing', 'to', 'twist', 'and', 'betray', 'it.']","['Action', 'Drama', 'Thriller']","['based on novel or book', 'niagara falls', 'rape and revenge', 'sexual assault', 'criminal lawyer', 'criminal trial', 'mother daughter relationship', 'traumatized woman']","['Nicolas Cage', 'Anna Hutchison', 'Talitha Eliana Bateman']",['Johnny Martin']
1408208,Exit 8,"['A', 'man', 'gets', 'lost', 'in', 'an', 'underground', 'passage.', 'He', 'follows', 'the', '""guide""', 'through', 'the', 'passage,', 'but', 'one', 'after', 'another,', 'strange', 'things', 'happen', 'to', 'him.', 'Is', 'this', 'space', 'real?', 'Or', 'an', 'illusion?', 'Will', 'the', 'man', 'be', 'able', 'to', 'escape', 'the', 'passage?']","['Horror', 'Mystery', 'Thriller']","['based on video game', 'station', 'psychological', 'metro', 'psychological horror']","['Kazunari Ninomiya', 'Yamato Kochi', 'Naru Asanuma']",['Genki Kawamura']
809,Shrek 2,"['Shrek,', 'Fiona,', 'and', 'Donkey', 'set', 'off', 'to', 'Far,', 'Far', 'Away', 'to', 'meet', ""Fiona's"", 'mother', 'and', 'father,', 'the', 'Queen', 'and', 'King.', 'But', 'not', 'everyone', 'is', 'happily', 'ever', 'after.', 'Shrek', 'and', 'the', 'King', 'find', 'it', 'difficult', 'to', 'get', 'along,', 'and', ""there's"", 'tension', 'in', 'the', 'marriage.', 'The', 'Fairy', 'Godmother', 'discovers', 'that', 'Fiona', 'has', 'married', 'Shrek', 'instead', 'of', 'her', 'son', 'Prince', 'Charming', 'and', 'plots', 'to', 'destroy', 'their', 'marriage.']","['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure']","['prison', 'princess', 'magic', 'kingdom', 'fairy tale', 'liberation', 'transformation', 'honeymoon', 'prince', 'villain', 'parents-in-law', 'enchantment', 'sequel', 'anthropomorphism', 'dragon', 'ogre', 'fairy godmother', 'cartoon donkey']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Conrad Vernon', 'Kelly Asbury', 'Andrew Adamson']"
1282667,Elsa,"['Set', 'in', 'Oslo', '1945,', 'Elsa', 'the', 'film', 'explores', 'national', 'identity,', 'heroism,', 'vengeance,', 'and', 'sexual', 'freedom.']",['Drama'],"['world war ii', 'norway', 'oslo, norway', '1940s', 'vengeance', 'short film', 'war']","['Nina Yndis', 'Lars Berge', 'Jonas Strand Gravli']",['Rebecca King']
