movie_id,title,overview,genres,keywords,cast,crew
1197306,A Working Man,"['Levon', 'Cade', 'left', 'behind', 'a', 'decorated', 'military', 'career', 'in', 'the', 'black', 'ops', 'to', 'live', 'a', 'simple', 'life', 'working', 'construction.', 'But', 'when', 'his', ""boss's"", 'daughter,', 'who', 'is', 'like', 'family', 'to', 'him,', 'is', 'taken', 'by', 'human', 'traffickers,', 'his', 'search', 'to', 'bring', 'her', 'home', 'uncovers', 'a', 'world', 'of', 'corruption', 'far', 'greater', 'than', 'he', 'ever', 'could', 'have', 'imagined.']","['Action', 'Crime', 'Thriller']","['based on novel or book', 'kidnapping', 'vigilante', 'missing person', 'black ops', 'construction worker', 'casual', 'criminal conspiracy']","['Jason Statham', 'Jason Flemyng', 'Merab Ninidze']",['David Ayer']
1007734,Nobody 2,"['Former', 'assassin', 'Hutch', 'Mansell', 'takes', 'his', 'family', 'on', 'a', 'nostalgic', 'vacation', 'to', 'a', 'small-town', 'theme', 'park,', 'only', 'to', 'be', 'pulled', 'back', 'into', 'violence', 'when', 'they', 'clash', 'with', 'a', 'corrupt', 'operator,', 'a', 'crooked', 'sheriff,', 'and', 'a', 'ruthless', 'crime', 'boss.']","['Action', 'Thriller']","['assassin', 'dark comedy', 'sequel', 'revenge', 'one man army', 'family vacation', 'hard', 'hilarious', 'russian mafia']","['Bob Odenkirk', 'Connie Nielsen', 'Sharon Stone']",['Timo Tjahjanto']
715253,Phantom,"['In', '1933,', 'when', 'Korea', 'was', 'under', 'Japanese', 'occupation,', 'five', 'people', 'in', 'Gyeongseong', 'are', 'suspected', 'to', 'be', '""Phantom""', 'spies', 'of', 'the', 'anti-Japanese', 'organization.']","['Action', 'Thriller', 'Crime']","['based on novel or book', 'spy', 'independence movement', '1930s', 'korean resistance', 'japanese occupation of korea']","['Sul Kyung-gu', 'Lee Hanee', 'Park So-dam']",['Lee Hae-young']
1263256,Happy Gilmore 2,"['Happy', 'Gilmore', ""isn't"", 'done', 'with', 'golf', '—', 'not', 'by', 'a', 'long', 'shot.', 'Since', 'his', 'retirement', 'after', 'his', 'first', 'Tour', 'Championship', 'win,', 'Gilmore', 'returns', 'to', 'finance', 'his', ""daughter's"", 'ballet', 'classes.']",['Comedy'],"['golf', 'sequel', 'duringcreditsstinger', 'introspective', 'whimsical', 'sports comedy']","['Adam Sandler', 'Julie Bowen', 'Christopher McDonald']",['Kyle Newacheck']
1339166,Shaman,"['A', 'Missionary', 'converting', 'an', 'Indigenous', 'Community', 'in', 'a', 'remote', 'Ecuadorian', 'volcano', 'must', 'come', 'to', 'terms', 'with', 'her', 'own', 'Faith', 'when', 'her', 'son', 'is', 'possessed', 'by', 'dark', 'forces', 'older', 'than', 'her', 'own', 'religion.']",['Horror'],[],"['Sara Canning', 'Daniel Gillies', 'Jett Klyne']",['Antonio Negret']
533535,Deadpool & Wolverine,"['A', 'listless', 'Wade', 'Wilson', 'toils', 'away', 'in', 'civilian', 'life', 'with', 'his', 'days', 'as', 'the', 'morally', 'flexible', 'mercenary,', 'Deadpool,', 'behind', 'him.', 'But', 'when', 'his', 'homeworld', 'faces', 'an', 'existential', 'threat,', 'Wade', 'must', 'reluctantly', 'suit-up', 'again', 'with', 'an', 'even', 'more', 'reluctant', 'Wolverine.']","['Action', 'Comedy', 'Science Fiction']","['hero', 'superhero', 'anti hero', 'mutant', 'breaking the fourth wall', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'mutants', 'superhero teamup']","['Ryan Reynolds', 'Hugh Jackman', 'Emma Corrin']",['Shawn Levy']
1052243,MANUEL,"['In', '1943,', 'a', 'Jewish', 'family', 'hides', 'from', 'the', 'nazi', 'roundups.', 'Adam,', 'a', '10-year-old', 'boy,', 'following', 'a', 'strange', 'dream,', 'starts', 'a', 'mysterious', 'countdown.']",[],[],[],"['Stefano Mangoni', ""Mario d'Anna""]"
1477114,Sorority,"['A', 'tale', 'of', 'seduction', 'and', 'mystery.', 'A', 'fearless', 'pre-law', 'student', 'joins', 'an', 'elite', 'sorority', 'led', 'by', 'a', 'powerful', 'heiress.', 'As', 'secrets', 'unfold,', 'she’s', 'torn', 'between', 'the', 'woman', 'who', 'awakened', 'her', 'desire', 'and', 'a', 'truth', 'that', 'could', 'destroy', 'them', 'both.']","['Drama', 'Romance']","['lesbian', 'sexy', 'gl']","['Azi Acosta', 'Apple Dy', 'Rinoa Halili']",['Sigrid Polon']
1136867,Materialists,"['A', 'young,', 'ambitious', 'New', 'York', 'City', 'matchmaker', 'finds', 'herself', 'torn', 'between', 'the', 'perfect', 'match', 'and', 'her', 'imperfect', 'ex.']","['Romance', 'Drama']","['new york city', 'love triangle', 'wedding', 'class differences', 'ex-boyfriend ex-girlfriend relationship', 'woman director', 'sexual assault', 'philosophical', 'matchmaker', 'romantic', 'ambivalent', 'amused', 'sincere']","['Dakota Johnson', 'Chris Evans', 'Pedro Pascal']",['Celine Song']
9722,Bewitched,"['Thinking', 'he', 'can', 'overshadow', 'an', 'unknown', 'actress', 'in', 'the', 'part,', 'an', 'egocentric', 'actor', 'unknowingly', 'gets', 'a', 'witch', 'cast', 'in', 'an', 'upcoming', 'television', 'remake', 'of', 'the', 'classic', 'show', '""Bewitched"".']","['Comedy', 'Fantasy', 'Romance']","['witch', 'enchantment', 'falling in love', 'woman director']","['Nicole Kidman', 'Will Ferrell', 'Shirley MacLaine']",['Nora Ephron']
226674,The Adolescent,"['In', 'the', 'summer', 'of', '1939,', '13-year-old', 'Marie', 'goes', 'with', 'her', 'parents', 'to', 'visit', 'her', 'grandparents', 'in', 'a', 'small', 'town', 'near', 'Avignon.', 'Marie', 'discovers', 'her', 'femininity', 'and', 'falls', 'for', 'a', 'young', 'Jewish', 'doctor,', 'but', 'he', 'prefers', 'Eva,', ""Marie's"", 'mother.']",['Drama'],"['coming of age', 'first love', 'woman director']","['Simone Signoret', 'Francis Huster', 'Laetitia Chauveau']",['Jeanne Moreau']
1278950,The Ritual,"['Two', 'priests,', 'one', 'in', 'crisis', 'with', 'his', 'faith', 'and', 'the', 'other', 'confronting', 'a', 'turbulent', 'past,', 'must', 'overcome', 'their', 'differences', 'to', 'perform', 'a', 'risky', 'exorcism.']","['Horror', 'Drama', 'Thriller']","['exorcism', 'based on true story', 'demon', 'demonic possession', 'possesion', 'somber', 'priests', 'hallucinations', 'gloomy']","['Dan Stevens', 'Abigail Cowen', 'Al Pacino']",['David Midell']
519182,Despicable Me 4,"['Gru', 'and', 'Lucy', 'and', 'their', 'girls—Margo,', 'Edith', 'and', 'Agnes—welcome', 'a', 'new', 'member', 'to', 'the', 'Gru', 'family,', 'Gru', 'Jr.,', 'who', 'is', 'intent', 'on', 'tormenting', 'his', 'dad.', 'Gru', 'also', 'faces', 'a', 'new', 'nemesis', 'in', 'Maxime', 'Le', 'Mal', 'and', 'his', 'femme', 'fatale', 'girlfriend', 'Valentina,', 'forcing', 'the', 'family', 'to', 'go', 'on', 'the', 'run.']","['Family', 'Comedy', 'Animation', 'Science Fiction']","['superhero', 'villain', 'sequel', 'super villain', 'aftercreditsstinger', 'duringcreditsstinger', 'kids', 'calm', 'illumination']","['Steve Carell', 'Kristen Wiig', 'Will Ferrell']",['Chris Renaud']
1468789,Planet Single: Greek Adventure,"['A', 'Greek', 'getaway', 'for', 'five', 'friends', 'turns', 'into', 'a', 'hilarious', 'detective', 'story', 'when', 'suspicions', 'rise', 'around', 'one', 'of', 'their', 'partners', '—', 'who', 'may', 'be', 'a', 'famous', 'con-man.']","['Comedy', 'Romance']","['charming', 'romantic']","['Maciej Stuhr', 'Agnieszka Więdłocha', 'Weronika Książkiewicz-Nathaniel']","['Sam Akina', 'Michał Chaciński']"
10909,Kalifornia,"['A', 'journalist', 'duo', 'go', 'on', 'a', 'tour', 'of', 'serial', 'killer', 'murder', 'sites', 'with', 'two', 'companions,', 'unaware', 'that', 'one', 'of', 'them', 'is', 'a', 'serial', 'killer', 'himself.']","['Thriller', 'Crime']","['journalist', 'california', 'trailer park', 'photographer', 'gas station', 'kidnapping', 'psychopath', 'journalism', 'motel', 'highway', 'road trip', 'murder', 'serial killer', 'mental illness', 'ex-con', 'hitchhiking', 'bar', 'abusive relationship']","['Brad Pitt', 'David Duchovny', 'Juliette Lewis']",['Dominic Sena']
1233413,Sinners,"['Trying', 'to', 'leave', 'their', 'troubled', 'lives', 'behind,', 'twin', 'brothers', 'return', 'to', 'their', 'hometown', 'to', 'start', 'again,', 'only', 'to', 'discover', 'that', 'an', 'even', 'greater', 'evil', 'is', 'waiting', 'to', 'welcome', 'them', 'back.']","['Horror', 'Action', 'Thriller']","['chicago, illinois', 'capitalism', 'ku klux klan', 'musician', 'immortality', 'vampire', 'surrealism', 'sin', 'alcoholism', 'vampire hunter (slayer)', 'church', 'twins', 'estranged wife', 'dual role', 'cousin relationship', 'death of daughter', 'blues music', 'aftercreditsstinger', 'klansmen', '1990s', '1930s', 'salvation', 'assimilation', 'chinese immigrant', 'brother brother relationship', 'southern gothic', 'afro-descendants', 'cousins', 'supernatural horror', 'playful', 'train station', 'juke joint', 'mississippi', 'adoring', 'frightened', 'sympathetic']","['Michael B. Jordan', 'Hailee Steinfeld', 'Miles Caton']",['Ryan Coogler']
24428,The Avengers,"['When', 'an', 'unexpected', 'enemy', 'emerges', 'and', 'threatens', 'global', 'safety', 'and', 'security,', 'Nick', 'Fury,', 'director', 'of', 'the', 'international', 'peacekeeping', 'agency', 'known', 'as', 'S.H.I.E.L.D.,', 'finds', 'himself', 'in', 'need', 'of', 'a', 'team', 'to', 'pull', 'the', 'world', 'back', 'from', 'the', 'brink', 'of', 'disaster.', 'Spanning', 'the', 'globe,', 'a', 'daring', 'recruitment', 'effort', 'begins!']","['Science Fiction', 'Action', 'Adventure']","['new york city', 'superhero', 'shield', 'based on comic', 'alien invasion', 'superhero team', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)']","['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",['Joss Whedon']
939243,Sonic the Hedgehog 3,"['Sonic,', 'Knuckles,', 'and', 'Tails', 'reunite', 'against', 'a', 'powerful', 'new', 'adversary,', 'Shadow,', 'a', 'mysterious', 'villain', 'with', 'powers', 'unlike', 'anything', 'they', 'have', 'faced', 'before.', 'With', 'their', 'abilities', 'outmatched', 'in', 'every', 'way,', 'Team', 'Sonic', 'must', 'seek', 'out', 'an', 'unlikely', 'alliance', 'in', 'hopes', 'of', 'stopping', 'Shadow', 'and', 'protecting', 'the', 'planet.']","['Action', 'Science Fiction', 'Comedy', 'Family']","['moon', 'sequel', 'based on video game', 'psychotic', 'dual role', 'aftercreditsstinger', 'duringcreditsstinger', 'hedgehog', 'live action and animation', 'grandfather grandson relationship', 'animal human friendship', 'anthropomorphic animal', 'loss and grief', 'cliché', 'complicated', 'sceptical']","['Jim Carrey', 'Ben Schwartz', 'Keanu Reeves']",['Jeff Fowler']
950396,The Gorge,"['Two', 'highly', 'trained', 'operatives', 'grow', 'close', 'from', 'a', 'distance', 'after', 'being', 'sent', 'to', 'guard', 'opposite', 'sides', 'of', 'a', 'mysterious', 'gorge.', 'When', 'an', 'evil', 'below', 'emerges,', 'they', 'must', 'work', 'together', 'to', 'survive', 'what', 'lies', 'within.']","['Romance', 'Science Fiction', 'Thriller']","['canyon', 'affectation', 'fog', 'romance', 'tower', 'elite sniper', 'snipers', 'long-term observation']","['Miles Teller', 'Anya Taylor-Joy', 'Sigourney Weaver']",['Scott Derrickson']
749170,Heads of State,"['The', 'UK', 'Prime', 'Minister', 'and', 'US', 'President', 'have', 'a', 'public', 'rivalry', 'that', 'risks', 'their', ""countries'"", 'alliance.', 'But', 'when', 'they', 'become', 'targets', 'of', 'a', 'powerful', 'enemy,', ""they're"", 'forced', 'to', 'rely', 'on', 'each', 'other', 'as', 'they', 'go', 'on', 'a', 'wild,', 'multinational', 'run.', 'Allied', 'with', 'Noel,', 'a', 'brilliant', 'MI6', 'agent,', 'they', 'must', 'find', 'a', 'way', 'to', 'thwart', 'a', 'conspiracy', 'that', 'threatens', 'the', 'free', 'world.']","['Action', 'Thriller', 'Comedy']","['usa president', 'head of state', 'mi6', 'british prime minister', 'duringcreditsstinger', 'hilarious', 'amused']","['John Cena', 'Idris Elba', 'Priyanka Chopra Jonas']",['Ilya Naishuller']
650498,Twittering Birds Never Fly: The Clouds Gather,"['In', 'the', 'hyper-masculine', 'criminal', 'underworld,', 'a', 'masochistic', 'high-ranking', 'yakuza', 'and', 'his', 'newly-assigned', 'bodyguard', 'become', 'increasingly', 'drawn', 'to', 'each', 'other.']","['Animation', 'Drama']","['yakuza', 'masochism', 'based on manga', 'lgbt', 'adult animation', ""boys' love (bl)""]","['Tarusuke Shingaki', 'Wataru Hatano', 'Hiroki Yasumoto']",['Kaori Makita']
671,Harry Potter and the Philosopher's Stone,"['Harry', 'Potter', 'has', 'lived', 'under', 'the', 'stairs', 'at', 'his', 'aunt', 'and', ""uncle's"", 'house', 'his', 'whole', 'life.', 'But', 'on', 'his', '11th', 'birthday,', 'he', 'learns', ""he's"", 'a', 'powerful', 'wizard—with', 'a', 'place', 'waiting', 'for', 'him', 'at', 'the', 'Hogwarts', 'School', 'of', 'Witchcraft', 'and', 'Wizardry.', 'As', 'he', 'learns', 'to', 'harness', 'his', 'newfound', 'powers', 'with', 'the', 'help', 'of', 'the', ""school's"", 'kindly', 'headmaster,', 'Harry', 'uncovers', 'the', 'truth', 'about', 'his', ""parents'"", 'deaths—and', 'about', 'the', 'villain', ""who's"", 'to', 'blame.']","['Adventure', 'Fantasy']","['witch', 'school friend', 'friendship', 'london, england', 'based on novel or book', 'magic', 'boarding school', 'male friendship', 'child hero', 'school of witchcraft', 'chosen one', 'bullying', 'school', 'ghost', 'fantasy world', 'wizard', 'pre-teen', ""children's adventure"", 'based on young adult novel', 'found family', 'owl', 'male female friendship']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",['Chris Columbus']
1476292,Kalakal,"['A', 'seductive', 'female', 'garbage', 'collector', 'who', 'embraces', 'the', 'life', 'of', 'an', 'escort', 'lady.', 'Desperate', 'to', 'live', 'a', 'comfortable', 'life,', 'she', 'leaves', 'the', 'dumpsite', 'and', 'enters', 'the', 'club.', 'But', 'can', 'she', 'also', 'dump', 'both', 'her', 'brother', 'and', 'her', 'lover', 'who', 'remind', 'her', 'of', 'her', 'past?']","['Drama', 'Romance']","['lesbian', 'sexy', 'lgbtq']","['Aliya Raymundo', 'Gold Aceron', 'Jero Flores']",['Roman Perez Jr.']
1491902,Bang,"['Follows', 'a', 'ruthless', 'hitman', 'who,', 'after', 'narrowly', 'escaping', 'a', 'fatal', 'attempt', 'on', 'his', 'life,', 'betrays', 'his', 'gang', 'in', 'an', 'effort', 'to', 'find', 'forgiveness', 'but', 'ends', 'up', 'becoming', 'a', 'target', 'himself.']","['Action', 'Thriller']",['hitman'],"['Jack Kesy', 'Peter Weller', 'Tristin Mays']",['Wych Kaosayananda']
1315986,Man with No Past,"['Waking', 'up', 'in', 'an', 'unfamiliar', 'city,', 'a', 'man', 'with', 'no', 'memory', 'must', 'confront', 'the', 'mysteries', 'of', 'his', 'own', 'identity.', 'However,', 'his', 'desperate', 'search', 'to', 'uncover', 'the', 'past', 'pits', 'him', 'against', 'a', 'powerful', 'enemy,', 'leading', 'to', 'a', 'showdown', 'that', 'ultimately', 'reveals', 'the', 'truth.']","['Action', 'Drama']","['destiny', 'mysterious past']","['Jon Voight', 'Adam Woodward', 'Marton Csokas']",['James Bamford']
1285965,Dangerous Animals,"['A', 'savvy', 'and', 'free-spirited', 'surfer', 'is', 'abducted', 'by', 'a', 'shark-obsessed', 'serial', 'killer.', 'Held', 'captive', 'on', 'his', 'boat,', 'she', 'must', 'figure', 'out', 'how', 'to', 'escape', 'before', 'he', 'carries', 'out', 'a', 'ritualistic', 'feeding', 'to', 'the', 'sharks', 'below.']","['Horror', 'Thriller']","['shark attack', 'animal attack', 'tape', 'serial killer', 'creature', 'shark', 'held captive', 'survival horror', 'tape recording \xa0', 'killer shark', 'ritual sacrifice', 'animal horror', 'anxious', 'female surfer', 'psychological horror', 'suspenseful', 'horror']","['Hassie Harrison', 'Jai Courtney', 'Josh Heuston']",['Sean Byrne']
1022789,Inside Out 2,"['Teenager', ""Riley's"", 'mind', 'headquarters', 'is', 'undergoing', 'a', 'sudden', 'demolition', 'to', 'make', 'room', 'for', 'something', 'entirely', 'unexpected:', 'new', 'Emotions!', 'Joy,', 'Sadness,', 'Anger,', 'Fear', 'and', 'Disgust,', 'who’ve', 'long', 'been', 'running', 'a', 'successful', 'operation', 'by', 'all', 'accounts,', 'aren’t', 'sure', 'how', 'to', 'feel', 'when', 'Anxiety', 'shows', 'up.', 'And', 'it', 'looks', 'like', 'she’s', 'not', 'alone.']","['Animation', 'Adventure', 'Comedy', 'Family']","['sadness', 'disgust', 'sequel', 'computer animation', 'teenage girl', 'fear', 'anger', 'envy', 'aftercreditsstinger', 'duringcreditsstinger', 'emotions', 'embarrasment', 'anxious', 'joy', 'anxiety', 'cliché']","['Amy Poehler', 'Maya Hawke', 'Kensington Tallman']",['Kelsey Mann']
1326106,Kaiju No. 8: Mission Recon,"['In', 'a', 'Kaiju-filled', 'Japan,', 'Kafka', 'Hibino', 'works', 'in', 'monster', 'disposal.', 'After', 'reuniting', 'with', 'his', 'childhood', 'friend', 'Mina', 'Ashiro,', 'a', 'rising', 'star', 'in', 'the', 'anti-Kaiju', 'Defense', 'Force,', 'he', 'decides', 'to', 'pursue', 'his', 'abandoned', 'dream', 'of', 'joining', 'the', 'Force,', 'when', 'he', 'suddenly', 'transforms', 'into', 'the', 'powerful', '""Kaiju', 'No.', '8.""', 'An', 'action-packed', 'recap', 'of', 'the', 'first', 'season', 'of', 'Kaiju', 'No.', '8', 'and', 'a', 'new', 'original', 'episode,', ""Hoshina's"", 'Day', 'Off.']","['Animation', 'Action', 'Science Fiction']","['giant monster', 'compilation', 'based on manga', 'kaiju', 'edited from tv series', 'shounen', 'anime']","['Masaya Fukunishi', 'Wataru Katoh', 'Fairouz Ai']","['Shigeyuki Miya', 'Tomomi Kamiya']"
822119,Captain America: Brave New World,"['After', 'meeting', 'with', 'newly', 'elected', 'U.S.', 'President', 'Thaddeus', 'Ross,', 'Sam', 'finds', 'himself', 'in', 'the', 'middle', 'of', 'an', 'international', 'incident.', 'He', 'must', 'discover', 'the', 'reason', 'behind', 'a', 'nefarious', 'global', 'plot', 'before', 'the', 'true', 'mastermind', 'has', 'the', 'entire', 'world', 'seeing', 'red.']","['Action', 'Thriller', 'Science Fiction']","['hero', 'usa president', 'the white house', 'superhero', 'revenge', 'summit', 'aftercreditsstinger', 'marvel cinematic universe (mcu)', 'sidekick', 'assassination attempt', 'political thriller', 'treaty', 'international relations']","['Anthony Mackie', 'Harrison Ford', 'Danny Ramirez']",['Julius Onah']
846817,Night,"['Night', 'has', 'to', 'trick', 'the', 'mother', 'of', 'the', 'missing', 'child', 'into', 'sleeping', 'to', 'save', 'her', 'soul.']",['Animation'],[],"['Hiam Abbass', 'Rafia Aridi', 'Salma Saleh']",['Ahmad Saleh']
460229,Kiss and Kill,"['A', 'reckless', 'night', 'of', 'indiscretion', 'and', 'lust', 'leads', 'a', 'woman', 'into', 'the', 'dark', 'world', 'of', 'blackmail', 'and', 'murder.', 'When', 'revealing', 'photos', 'of', 'her', 'sexual', 'tryst', 'unexpectedly', 'surface,', 'Katy', 'is', 'forced', 'to', 'submit', 'to', 'whatever', 'her', 'tormentors', 'desire.']","['Mystery', 'Thriller', 'Romance']","['softcore', 'erotic thriller']","['Kira Noir', 'Eve Marlowe', 'Damian T. Raven']",['Dean McKendrick']
870028,The Accountant²,"['When', 'an', 'old', 'acquaintance', 'is', 'murdered,', 'Wolff', 'is', 'compelled', 'to', 'solve', 'the', 'case.', 'Realizing', 'more', 'extreme', 'measures', 'are', 'necessary,', 'Wolff', 'recruits', 'his', 'estranged', 'and', 'highly', 'lethal', 'brother,', 'Brax,', 'to', 'help.', 'In', 'partnership', 'with', 'Marybeth', 'Medina,', 'they', 'uncover', 'a', 'deadly', 'conspiracy,', 'becoming', 'targets', 'of', 'a', 'ruthless', 'network', 'of', 'killers', 'who', 'will', 'stop', 'at', 'nothing', 'to', 'keep', 'their', 'secrets', 'buried.']","['Mystery', 'Crime', 'Thriller']","['hitman', 'autism', 'sequel', 'conspiracy', 'whodunit', 'insecure', 'mysterious death', 'brother brother relationship', 'grand', 'excited', 'hum']","['Ben Affleck', 'Jon Bernthal', 'Cynthia Addai-Robinson']","[""Gavin O'Connor""]"
1188423,Site,"['After', 'a', 'terrifying', 'encounter', 'at', 'an', 'abandoned', 'government', 'test', 'site,', 'a', 'small', 'town', 'family', 'man', 'begins', 'seeing', 'haunting', 'visions', 'of', 'a', 'past', 'that', 'threatens', 'to', 'destroy', 'his', 'present.']","['Science Fiction', 'Thriller', 'Horror']",[],"['Arielle Kebbel', 'Theo Rossi', 'Jake McLaughlin']",['Jason Eric Perlman']
1087891,The Amateur,"['After', 'his', 'life', 'is', 'turned', 'upside', 'down', 'when', 'his', 'wife', 'is', 'killed', 'in', 'a', 'London', 'terrorist', 'attack,', 'a', 'brilliant', 'but', 'introverted', 'CIA', 'decoder', 'takes', 'matters', 'into', 'his', 'own', 'hands', 'when', 'his', 'supervisors', 'refuse', 'to', 'take', 'action.']","['Thriller', 'Action']","['central intelligence agency (cia)', 'based on novel or book', 'escape', 'blackmail', 'revenge', 'agent', 'government assassin', 'government cover-up', 'government conspiracy', 'death of wife', 'spy thriller', 'computer hacker', 'adoring', 'terrorist']","['Rami Malek', 'Holt McCallany', 'Danny Sapani']",['James Hawes']
1225572,Screamboat,"['A', 'late-night', 'boat', 'ride', 'turns', 'into', 'a', 'desperate', 'fight', 'for', 'survival', 'in', 'New', 'York', 'City', 'when', 'a', 'mischievous', 'mouse', 'becomes', 'a', 'monstrous', 'reality.']","['Horror', 'Comedy']","['based on cartoon', 'independent film', 'slasher horror', 'fight for survival']","['David Howard Thornton', 'Allison Pittel', 'Amy Schumacher']",['Steven LaMorte']
1245993,Caught Stealing,"['Burned-out', 'ex-baseball', 'player', 'Hank', 'Thompson', 'unexpectedly', 'finds', 'himself', 'embroiled', 'in', 'a', 'dangerous', 'struggle', 'for', 'survival', 'amidst', 'the', 'criminal', 'underbelly', 'of', '1990s', 'New', 'York', 'City,', 'forced', 'to', 'navigate', 'a', 'treacherous', 'underworld', 'he', 'never', 'imagined.']","['Crime', 'Thriller', 'Comedy']","['new york city', 'based on novel or book', 'baseball', 'criminal underworld', '1990s', 'black comedy']","['Austin Butler', 'Zoë Kravitz', 'Regina King']",['Darren Aronofsky']
423108,The Conjuring: The Devil Made Me Do It,"['Paranormal', 'investigators', 'Ed', 'and', 'Lorraine', 'Warren', 'encounter', 'what', 'would', 'become', 'one', 'of', 'the', 'most', 'sensational', 'cases', 'from', 'their', 'files.', 'The', 'fight', 'for', 'the', 'soul', 'of', 'a', 'young', 'boy', 'takes', 'them', 'beyond', 'anything', ""they'd"", 'ever', 'seen', 'before,', 'to', 'mark', 'the', 'first', 'time', 'in', 'U.S.', 'history', 'that', 'a', 'murder', 'suspect', 'would', 'claim', 'demonic', 'possession', 'as', 'a', 'defense.']","['Horror', 'Mystery', 'Thriller']","['supernatural', 'exorcism', 'connecticut', 'sequel', 'paranormal investigation', '1980s', 'religious horror', 'the conjuring universe']","['Patrick Wilson', 'Vera Farmiga', ""Ruairí O'Connor""]",['Michael Chaves']
1058537,Angels Fallen: Warriors of Peace,"['When', 'an', 'Iraq', 'War', 'veteran', 'receives', 'a', 'calling', 'from', 'a', 'higher', 'power,', 'he', 'embarks', 'on', 'a', 'mission', 'to', 'stop', 'a', 'fallen', 'angel', 'from', 'raising', 'an', 'army', 'of', 'the', 'dead', 'to', 'take', 'over', 'the', 'world.']","['Horror', 'Action', 'Fantasy', 'Adventure']","['hell', 'iraq war veteran', 'demon hunter']","['Josh Burdett', 'Arifin Putra', 'Cuba Gooding Jr.']",['Ali Zamani']
846422,The Old Guard 2,"['Andy', 'and', 'her', 'team', 'of', 'immortal', 'warriors', 'fight', 'with', 'renewed', 'purpose', 'as', 'they', 'face', 'a', 'powerful', 'new', 'foe', 'threatening', 'their', 'mission', 'to', 'protect', 'humanity.']","['Action', 'Fantasy']","['immortality', 'based on comic', 'interracial romance', 'lgbt', 'found family', 'queer', 'gay theme', 'action adventure', 'body horror']","['Charlize Theron', 'KiKi Layne', 'Matthias Schoenaerts']",['Victoria Mahoney']
1084199,Companion,"['During', 'a', 'weekend', 'getaway', 'at', 'a', 'secluded', 'lakeside', 'estate,', 'a', 'group', 'of', 'friends', 'finds', 'themselves', 'entangled', 'in', 'a', 'web', 'of', 'secrets,', 'deception,', 'and', 'advanced', 'technology.', 'As', 'tensions', 'rise', 'and', 'loyalties', 'are', 'tested,', 'they', 'uncover', 'unsettling', 'truths', 'about', 'themselves', 'and', 'the', 'world', 'around', 'them.']","['Horror', 'Science Fiction', 'Thriller']","['android', 'artificial intelligence (a.i.)', 'cabin', 'robot', 'boyfriend girlfriend relationship', 'duringcreditsstinger', 'robot girl', 'weekend getaway', 'human android relationship', 'toxic relationship', 'abusive relationship', 'malfunctioning android', 'sentient machine', 'sci-fi horror', 'human vs machines', 'cybernetics', 'android horror']","['Sophie Thatcher', 'Jack Quaid', 'Lukas Gage']",['Drew Hancock']
1084199,Companion,"['During', 'a', 'weekend', 'getaway', 'at', 'a', 'secluded', 'lakeside', 'estate,', 'a', 'group', 'of', 'friends', 'finds', 'themselves', 'entangled', 'in', 'a', 'web', 'of', 'secrets,', 'deception,', 'and', 'advanced', 'technology.', 'As', 'tensions', 'rise', 'and', 'loyalties', 'are', 'tested,', 'they', 'uncover', 'unsettling', 'truths', 'about', 'themselves', 'and', 'the', 'world', 'around', 'them.']","['Horror', 'Science Fiction', 'Thriller']","['android', 'artificial intelligence (a.i.)', 'cabin', 'robot', 'boyfriend girlfriend relationship', 'duringcreditsstinger', 'robot girl', 'weekend getaway', 'human android relationship', 'toxic relationship', 'abusive relationship', 'malfunctioning android', 'sentient machine', 'sci-fi horror', 'human vs machines', 'cybernetics', 'android horror']","['Sophie Thatcher', 'Jack Quaid', 'Lukas Gage']",['Drew Hancock']
1181540,Guns Up,"['When', 'a', 'job', 'goes', 'horribly', 'wrong,', 'an', 'ex-cop', 'and', 'family', 'man', 'who', 'moonlights', 'as', 'a', 'mob', 'henchman', 'has', 'one', 'night', 'to', 'get', 'his', 'family', 'out', 'of', 'the', 'city.']","['Action', 'Comedy', 'Crime']","['husband wife relationship', 'diner', 'accidental death', 'family', 'knife fight', 'one eyed man', 'haunted by the past', 'gun fight', 'action comedy', 'ex policeman']","['Kevin James', 'Christina Ricci', 'Luis Guzmán']",['Edward Drake']
422145,Tubérculo Presidente,"['Tubérculo', 'gets', 'elected', 'President', 'of', 'the', 'Dominican', 'Republic,', 'with', 'his', 'friend', 'Tirson', 'as', 'Vice-President', 'and', 'counselor.']",['Comedy'],[],"['Raymond Pozo', 'Miguel Céspedes', 'Cheddy García']",['Archie Lopez']
